ID_Cliente,Evasion,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
0256-LTHVJ,Yes,Femenino,No,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,81.05,2227.1,2.7
0257-KXZGU,No,Femenino,No,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,62.45,2045.55,2.08
0257-ZESQC,Yes,Femenino,Si,Si,No,27,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria,75.2,1929.35,2.51
0258-NOKBL,No,Masculino,No,No,No,3,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mensual,No,Cheque electrónico,90.4,268.45,3.01
0259-GBZSH,Yes,Masculino,No,No,No,2,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,85.65,181.5,2.86
0260-ZDLGK,Yes,Femenino,No,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque por correo,72.9,651.4,2.43
0263-FJTQO,No,Masculino,No,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Doble,Si,Tarjeta de credito,70.5,3486.65,2.35
0264-CNITK,No,Femenino,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,20.1,1389.6,0.67
0265-EDXBD,Yes,Masculino,Si,Si,No,32,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.9,2303.35,2.5
0265-PSUAE,No,Femenino,No,Si,Si,16,Si,No,Fibra optica,Si,No,Si,No,Si,Si,Mensual,No,Transferencia bancaria,100.7,1522.7,3.36
0266-CLZKZ,No,Femenino,No,Si,Si,67,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,105.65,6717.9,3.52
0266-GMEAO,No,Masculino,No,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,114.3,8058.55,3.81
0268-QKIWO,Yes,Femenino,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,19.75,58.85,0.66
0269-XFESX,No,Masculino,No,Si,Si,23,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,24.35,538.5,0.81
0270-THENM,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Doble,No,Transferencia bancaria,69.85,5102.35,2.33
0274-JKUJR,No,Masculino,No,Si,Si,7,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Mensual,No,Cheque por correo,58.85,465.7,1.96
0274-VVQOQ,,Masculino,Si,Si,No,65,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria,103.15,6792.45,3.44
0277-BKSQP,No,Masculino,No,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,54.4,475.1,1.81
0277-ORXQS,No,Masculino,No,Si,Si,66,No,Sin servicio telefonico,DSL,No,No,No,Si,Si,Si,Doble,No,Transferencia bancaria,50.55,3364.55,1.68
0278-YXOOG,Yes,Masculino,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,21.05,113.85,0.7
0280-XJGEX,Yes,Masculino,No,No,No,49,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,103.7,5036.3,3.46
0281-CNTZX,No,Masculino,No,Si,No,63,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,19.95,1234.8,0.66
0282-NVSJS,No,Femenino,Si,Si,Si,12,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por correo,29.3,355.9,0.98
0285-INHLN,No,Masculino,No,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de credito,54.75,1510.3,1.82
0289-IVARM,No,Femenino,No,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque electrónico,60.55,1982.6,2.02
0292-WEGCH,No,Femenino,No,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,86.2,4524.05,2.87
0295-PPHDO,Yes,Masculino,No,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.45,95.45,3.18
0295-QVKPB,No,Masculino,No,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mensual,Si,Tarjeta de credito,63.95,318.1,2.13
0297-RBCSG,No,Masculino,No,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Anual,Si,Transferencia bancaria,65.35,1231.85,2.18
0298-XACET,No,Masculino,No,Si,Si,52,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,No,Doble,No,Cheque por correo,50.2,2554,1.67
0301-FIDRB,No,Femenino,No,Si,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,63.8,4684.3,2.13
0301-KOBTQ,No,Masculino,No,No,No,32,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,20.05,614.45,0.67
0302-JOIVN,Yes,Femenino,No,Si,No,8,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mensual,No,Cheque electrónico,101.15,842.9,3.37
0303-UNCIP,No,Masculino,No,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Anual,No,Cheque por correo,65.0,2531.8,2.17
0303-WMMRN,No,Masculino,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.25,86.05,0.64
0305-SQECB,No,Femenino,No,No,Si,11,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque por correo,36.05,402.6,1.2
0306-JAELE,Yes,Masculino,No,No,No,5,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,96.1,453.4,3.2
0307-BCOPK,No,Femenino,No,No,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,19.05,326.65,0.64
0308-GIQJT,No,Masculino,Si,No,No,71,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Anual,No,Transferencia bancaria,105.75,7382.85,3.52
0308-IVGOK,No,Femenino,No,No,No,11,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Anual,Si,Tarjeta de credito,40.4,422.6,1.35
0310-MVLET,Yes,Femenino,No,Si,Si,61,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,99.15,6010.05,3.3
0310-SUCIN,No,Femenino,No,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria,84.8,6046.1,2.83
0310-VQXAM,No,Masculino,No,No,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.85,178.8,0.66
0311-QYWSS,No,Femenino,No,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,49.45,314.6,1.65
0311-UNPFF,Yes,Femenino,No,No,No,26,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,88.8,2274.35,2.96
0314-TKOSI,No,Femenino,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque por correo,55.15,322.9,1.84
0315-LVCRK,No,Masculino,No,No,No,11,Si,No,Fibra optica,No,No,Si,No,No,Si,Mensual,No,Cheque electrónico,84.8,888.75,2.83
0318-QUUOB,Yes,Masculino,No,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,80.55,80.55,2.68
0318-ZOPWS,No,Femenino,No,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,20.15,973.35,0.67
0319-QZTCO,No,Femenino,No,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito,58.7,168.6,1.96
0320-DWVTU,No,Femenino,No,No,No,53,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Doble,No,Cheque por correo,99.5,5424.25,3.32
0320-JDNQG,Yes,Masculino,No,Si,Si,23,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,99.85,2331.3,3.33
0322-CHQRU,Yes,Masculino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.35,89.5,1.51
0322-YINQP,Yes,Masculino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,48.55,48.55,1.62
0323-XWWTN,No,Masculino,No,No,Si,3,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,26.4,121.25,0.88
0324-BRPCJ,Yes,Femenino,Si,Si,No,68,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.2,6851.65,3.34
0325-XBFAC,Yes,Masculino,No,No,No,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,94.7,740.3,3.16
0326-VDYXE,No,Femenino,No,Si,No,70,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,Si,Cheque electrónico,97.65,6982.5,3.26
0327-WFZSY,No,Masculino,No,Si,Si,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,No,Cheque electrónico,100.0,3835.55,3.33
0328-GRPMV,Yes,Femenino,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.1,70.1,2.34
0328-IBUPK,,Femenino,No,Si,Si,51,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Doble,No,Transferencia bancaria,34.2,1782,1.14
0329-GTIAJ,Yes,Femenino,No,No,No,3,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,97.9,315.3,3.26
0330-BGYZE,No,Masculino,No,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,No,Transferencia bancaria,102.5,6157.6,3.42
0330-IVZHA,Yes,Femenino,No,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,69.95,330.15,2.33
0334-GDDSO,Yes,Masculino,Si,No,No,3,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,81.35,233.7,2.71
0334-ZFJSR,No,Femenino,No,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,Si,Tarjeta de credito,66.05,3462.1,2.2
0336-KXKFK,No,Masculino,No,No,No,72,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,61.2,4390.25,2.04
0336-PIKEI,No,Masculino,Si,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Doble,No,Transferencia bancaria,74.4,5360.75,2.48
0337-CNPZE,Yes,Femenino,No,No,No,41,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,106.3,4443.45,3.54
0343-QLUZP,No,Masculino,No,No,No,60,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Doble,No,Transferencia bancaria,39.6,2424.5,1.32
0345-HKJVM,Yes,Femenino,No,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,89.3,577.6,2.98
0345-XMMUG,No,Femenino,No,Si,No,46,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,108.9,4854.3,3.63
0347-UBKUZ,No,Femenino,No,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.9,320.45,0.66
0348-SDKOL,Yes,Femenino,No,Si,No,58,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito,102.1,5885.4,3.4
0354-VXMJC,No,Masculino,No,Si,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,19.6,426.65,0.65
0354-WYROK,Yes,Femenino,Si,Si,Si,31,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,98.9,2911.3,3.3
0356-ERHVT,No,Masculino,No,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,45.9,521.9,1.53
0356-OBMAC,No,Femenino,Si,No,No,56,Si,Si,Fibra optica,No,Si,Si,Si,Si,No,Doble,Si,Transferencia bancaria,99.9,5706.3,3.33
0357-NVCRI,No,Femenino,No,No,Si,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Tarjeta de credito,20.05,471.7,0.67
0361-HJRDX,No,Femenino,No,No,No,68,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,64.35,4539.6,2.14
0362-RAOQO,No,Femenino,No,No,No,40,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,19.65,830.25,0.65
0362-ZBZWJ,Yes,Masculino,No,No,No,36,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.9,3067.2,2.83
0363-QJVFX,Yes,Masculino,No,No,No,32,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,108.15,3432.9,3.6
0363-SVHYR,No,Masculino,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Transferencia bancaria,86.85,6263.8,2.9
0365-BZUWY,No,Masculino,No,Si,No,17,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,102.55,1742.5,3.42
0365-GXEZS,No,Masculino,No,Si,No,18,Si,No,Fibra optica,No,No,Si,Si,No,No,Mensual,No,Cheque electrónico,78.2,1468.75,2.61
0365-TRTPY,No,Femenino,No,No,No,37,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,91.2,3382.3,3.04
0366-NQSHS,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.35,46.35,0.64
0369-ZGOVK,No,Femenino,No,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,No,Anual,Si,Transferencia bancaria,70.4,1992.2,2.35
0373-AIVNJ,No,Masculino,No,No,No,9,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Anual,No,Cheque por correo,39.55,373,1.32
0374-AACSZ,No,Femenino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque electrónico,50.15,50.15,1.67
0374-FIUCA,No,Masculino,No,Si,No,65,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Tarjeta de credito,20.4,1414.45,0.68
0374-IOEGQ,No,Femenino,No,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.6,122.7,1.49
0375-HVGXO,Yes,Femenino,No,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,34.7,34.7,1.16
0376-OIWME,No,Masculino,No,Si,No,36,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,93.6,3366.05,3.12
0376-YMCJC,Yes,Masculino,No,No,No,23,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,90.6,1943.2,3.02
0377-JBKKT,No,Masculino,No,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,Si,Cheque por correo,57.95,1271.8,1.93
0378-CJKPV,No,Femenino,No,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,112.1,7965.95,3.74
0378-NHQXU,Yes,Femenino,No,Si,Si,17,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,No,Cheque electrónico,88.25,1460.65,2.94
0378-TOVMS,Yes,Femenino,No,No,No,3,Si,No,Fibra optica,No,No,No,Si,No,Si,Mensual,No,Cheque electrónico,85.8,272.2,2.86
0378-XSZPU,Yes,Masculino,No,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Tarjeta de credito,60.3,3563.8,2.01
0379-DJQHR,No,Masculino,No,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Doble,No,Tarjeta de credito,81.35,5398.6,2.71
0380-NEAVX,No,Masculino,Si,No,No,34,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,99.85,3343.15,3.33
0380-ZCSBI,No,Masculino,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Tarjeta de credito,20.0,198.7,0.67
0383-CLDDA,No,Femenino,No,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,85.35,5897.4,2.84
0384-LPITE,No,Masculino,No,No,No,40,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito,62.05,2511.55,2.07
0384-RVBPI,No,Masculino,No,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mensual,No,Tarjeta de credito,64.4,1398.6,2.15
0386-CWRGM,No,Femenino,No,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.4,967.85,0.65
0388-EOPEX,Yes,Femenino,No,Si,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.4,139.4,2.48
0390-DCFDQ,Yes,Femenino,Si,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.45,70.45,2.35
0392-BZIUW,No,Femenino,No,Si,No,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Doble,Si,Tarjeta de credito,105.0,7589.8,3.5
0394-YONDK,No,Masculino,No,Si,Si,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,25.15,1790.15,0.84
0396-HUJBP,No,Femenino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,19.3,44.4,0.64
0396-UKGAI,No,Masculino,No,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Transferencia bancaria,55.3,1284.2,1.84
0396-YCHWO,No,Masculino,No,Si,No,36,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.4,3474.2,3.18
0397-GZBBC,Yes,Masculino,Si,Si,No,59,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,93.85,5574.75,3.13
0397-ZXWQF,No,Masculino,No,No,No,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,20.5,1430.95,0.68
0401-WDBXM,No,Masculino,No,Si,Si,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Doble,Si,Transferencia bancaria,105.55,7542.25,3.52
0402-CQAJN,Yes,Femenino,No,No,No,37,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,101.9,3545.35,3.4
0402-OAMEN,No,Femenino,No,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,24.45,1709.1,0.82
0404-AHASP,No,Masculino,No,Si,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,19.7,1421.9,0.66
0404-SWRVG,Yes,Masculino,No,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.4,229.55,2.48
0406-BPDVR,Yes,Femenino,Si,Si,No,54,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Anual,Si,Tarjeta de credito,101.5,5373.1,3.38
0407-BDJKB,Yes,Masculino,No,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Cheque electrónico,95.75,5742.9,3.19
0409-WTMPL,No,Femenino,No,Si,No,58,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito,110.65,6526.65,3.69
0410-IPFTY,No,Femenino,No,Si,No,31,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria,83.85,2674.15,2.8
0411-EZJZE,No,Femenino,No,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,60.25,170.5,2.01
0412-UCCNP,No,Masculino,No,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,Doble,Si,Cheque electrónico,59.2,3175.85,1.97
0415-MOSGF,Yes,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,44.4,44.4,1.48
0419-YAAPX,No,Masculino,No,Si,No,49,Si,No,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito,85.3,4297.95,2.84
0420-BWTPW,Yes,Masculino,No,No,Si,8,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,25.5,215.2,0.85
0420-HLGXF,No,Femenino,Si,No,No,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,99.75,4036,3.32
0420-TXVSG,No,Masculino,No,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Doble,Si,Tarjeta de credito,66.1,4428.45,2.2
0422-OHQHQ,No,Femenino,No,Si,Si,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,20.55,295.95,0.68
0422-UXFAP,No,Femenino,No,Si,No,51,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,Si,Cheque electrónico,98.85,4947.55,3.3
0423-UDIJQ,No,Masculino,Si,No,No,9,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por correo,49.2,447.9,1.64
0426-TIRNE,Yes,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.9,20.9,0.7
0428-AXXLJ,No,Masculino,No,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,Si,Transferencia bancaria,19.5,516.3,0.65
0428-IKYCP,No,Masculino,No,Si,No,22,Si,No,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria,87.0,1850.65,2.9
0430-IHCDJ,No,Masculino,No,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,49.0,749.25,1.63
0431-APWVY,Yes,Femenino,No,Si,Si,28,Si,No,Fibra optica,No,No,No,No,Si,Si,Anual,Si,Transferencia bancaria,90.1,2598.95,3.0
0432-CAJZV,No,Masculino,No,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque por correo,90.7,237.65,3.02
0434-CSFON,No,Femenino,No,Si,No,47,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,100.5,4707.1,3.35
0436-TWFFZ,No,Femenino,No,No,No,67,Si,Si,DSL,Si,No,Si,Si,Si,Si,Doble,Si,Cheque por correo,85.25,5714.2,2.84
0439-IFYUN,No,Femenino,Si,No,No,18,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,74.7,1294.6,2.49
0440-EKDCF,No,Masculino,No,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,Doble,Si,Tarjeta de credito,60.15,3753.2,2.0
0440-MOGPM,No,Femenino,No,No,No,41,Si,Si,DSL,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,80.55,3263.9,2.68
0440-QEXBZ,No,Femenino,No,No,No,44,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,50.15,2139.1,1.67
0440-UEDAI,No,Femenino,No,No,No,53,Si,No,Fibra optica,No,Si,Si,Si,No,Si,Anual,Si,Tarjeta de credito,94.45,5042.75,3.15
0442-TDYUO,No,Masculino,No,Si,No,48,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,20.05,1036,0.67
0442-ZXKVS,No,Femenino,Si,Si,No,54,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria,115.6,6431.05,3.85
0447-BEMNG,Yes,Femenino,No,Si,No,48,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,Si,Mensual,Si,Transferencia bancaria,45.3,2145,1.51
0447-RXSGD,No,Masculino,No,No,No,24,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria,99.65,2404.85,3.32
0448-YZNZE,,Masculino,Si,Si,No,27,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Cheque electrónico,95.55,2510.2,3.18
0454-OKRCT,No,Masculino,No,No,No,33,Si,No,Fibra optica,No,Si,No,Si,No,No,Doble,No,Transferencia bancaria,80.6,2651.1,2.69
0455-ENTCR,No,Masculino,No,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,Doble,No,Cheque electrónico,85.25,5538.35,2.84
0455-XFASS,No,Femenino,No,Si,Si,3,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.55,200.2,2.32
0458-HEUZG,No,Femenino,No,No,No,13,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,No,Doble,No,Cheque por correo,35.4,450.4,1.18
0459-SPZHJ,No,Masculino,No,Si,Si,63,Si,Si,DSL,Si,Si,Si,No,Si,Si,Doble,No,Tarjeta de credito,83.5,5435,2.78
0461-CVKMU,Yes,Femenino,No,Si,Si,23,Si,No,Fibra optica,No,Si,Si,Si,No,No,Mensual,No,Cheque electrónico,83.8,1900.25,2.79
0463-TXOAK,No,Masculino,No,No,Si,52,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,25.6,1334.5,0.85
0463-WZZKO,No,Masculino,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Tarjeta de credito,20.75,67.1,0.69
